phase,x,y,z,l,b,d
5,-5.8,619.5,20.2,90.5,1.9,619.9
5,-347.1,-136.9,-104.8,201.5,-15.7,387.6
5,-314.0,-177.7,-122.6,209.5,-18.8,381.1
5,-272.5,-137.8,-115.6,206.8,-20.7,326.5
5,-680.7,-457.4,-181.7,213.9,-12.5,840.0
5,29.0,769.9,-23.1,87.8,-1.7,770.8
5,207.3,926.8,14.2,77.4,0.9,949.8
5,67.5,789.3,-15.9,85.1,-1.1,792.3
5,14.5,733.6,-13.7,88.9,-1.1,733.9
5,-128.6,328.9,128.8,111.4,20.0,375.9
5,-372.7,-83.5,-71.5,192.6,-10.6,388.6
5,-361.8,-98.4,-108.4,195.2,-16.1,390.3
5,-384.5,-113.8,-71.5,196.5,-10.1,407.3
5,-375.7,-114.0,-65.5,196.9,-9.5,398.0
5,-321.2,-142.2,-105.3,203.9,-16.7,366.7
5,-356.0,-162.2,-108.5,204.5,-15.5,406.0
5,-368.0,-173.6,-98.0,205.3,-13.5,418.5
5,-349.3,-231.2,-146.7,213.5,-19.3,443.8
5,-690.7,-469.0,-179.7,214.2,-12.1,854.0
5,-677.1,-466.1,-169.7,214.5,-11.7,839.4
5,-653.2,-482.0,-227.0,216.4,-15.6,842.9
5,-510.9,-420.2,-216.4,219.4,-18.1,696.0
5,-494.9,-412.8,-215.1,219.8,-18.5,679.4
5,-815.8,-836.1,-47.0,225.7,-2.3,1169.1
5,-818.9,-851.2,-48.3,226.1,-2.3,1182.1
5,-158.3,448.6,-6.1,109.4,-0.7,475.7
5,-343.0,-173.5,-113.4,206.8,-16.4,400.8
5,-126.5,308.6,86.1,112.3,14.5,344.5
5,-56.7,443.3,-11.6,97.3,-1.5,447.1
5,-309.4,-146.5,-102.5,205.3,-16.7,357.3
5,-351.6,-165.5,-118.0,205.2,-16.9,406.1
5,-324.8,-174.1,-120.3,208.2,-18.1,387.7
5,207.8,1002.6,47.4,78.3,2.7,1025.0
5,94.8,867.8,7.2,83.8,0.5,873.0
5,74.0,812.8,0.2,84.8,0.0,816.2
5,-5.9,623.3,20.4,90.5,1.9,623.7
5,-17.0,561.1,36.0,91.7,3.7,562.5
5,-81.2,741.8,60.9,96.2,4.7,748.7
5,-71.2,442.7,111.2,99.1,13.9,462.0
5,-124.1,435.3,69.4,105.9,8.7,457.9
5,-142.0,363.6,67.7,111.3,9.8,396.2
5,-124.9,308.7,85.3,112.0,14.4,343.8
5,-183.3,376.6,-31.9,116.0,-4.4,420.1
5,-300.4,-42.0,-84.7,188.0,-15.6,314.9
5,-365.6,-157.4,-80.8,203.3,-11.5,406.2
5,-329.8,-166.4,-107.2,206.8,-16.2,384.6
5,-311.1,-155.0,-114.8,206.5,-18.3,366.0
5,-343.2,-218.8,-136.2,212.5,-18.5,429.2
5,-240.7,-156.1,-78.8,213.0,-15.4,297.5
5,-783.0,-616.3,-152.9,218.2,-8.7,1008.1
5,-649.8,-525.9,-100.2,219.0,-6.8,841.9
5,-492.7,-443.3,-194.3,222.0,-16.3,690.7
5,-741.8,-605.8,-163.9,219.2,-9.7,971.7
5,-826.0,-814.2,-65.3,224.6,-3.2,1161.7
6,-804.4,-793.7,-67.4,224.6,-3.4,1132.1
6,-320.8,-155.5,-102.6,205.9,-16.1,371.0
6,-326.3,-127.7,-101.8,201.4,-16.2,364.9
6,-306.6,-128.3,-106.8,202.7,-17.8,349.1
6,-198.3,379.1,-25.3,117.6,-3.4,428.6
6,-143.1,348.7,30.2,112.3,4.6,378.1
6,-308.2,-119.1,-100.8,201.1,-17.0,345.4
6,-304.6,-141.5,-110.4,204.9,-18.2,353.5
6,-309.1,-112.3,-89.6,200.0,-15.2,340.9
6,-694.1,-571.6,-183.0,219.5,-11.5,917.6
6,-824.3,-838.0,-71.7,225.5,-3.5,1177.6
6,-95.0,224.8,64.4,112.9,14.8,252.4
6,212.6,1009.8,47.8,78.1,2.7,1033.0
6,-377.6,-102.4,-74.9,195.2,-10.8,398.3
6,177.7,941.1,6.9,79.3,0.4,957.8
6,-268.8,-133.4,-137.1,206.4,-24.6,329.9
6,221.3,999.1,26.5,77.5,1.5,1023.7
6,13.3,744.2,-13.7,89.0,-1.1,744.4
6,-123.9,434.2,68.9,105.9,8.7,456.8
6,-392.2,-193.4,-115.4,206.2,-14.8,452.3
6,-74.6,126.4,53.4,120.5,20.0,156.2
6,-791.0,-774.4,-91.4,224.4,-4.7,1110.7
6,-741.0,-605.3,-181.8,219.2,-10.8,973.9
6,223.8,969.9,8.1,77.0,0.5,995.4
6,-298.9,-138.0,-61.0,204.8,-10.5,334.8
6,-103.2,440.7,19.1,103.2,2.4,453.0
6,-210.4,-117.0,-135.5,209.1,-29.4,276.3
6,325.4,1008.4,-51.6,72.1,-2.8,1060.9
6,-161.5,382.8,-35.6,112.9,-4.9,417.0
6,-168.3,356.6,-39.9,115.3,-5.8,396.3
6,171.2,977.9,46.5,80.1,2.7,993.9
6,213.6,955.9,13.5,77.4,0.8,979.6
6,190.4,938.2,17.8,78.5,1.1,957.5
6,-713.4,-538.4,-201.3,217.0,-12.7,916.2
6,-341.1,-217.1,-132.8,212.5,-18.2,425.6
6,-5.8,619.5,19.4,90.5,1.8,619.8
6,-347.1,-136.9,-103.4,201.5,-15.5,387.2
6,-314.0,-177.7,-121.2,209.5,-18.6,380.6
6,-272.5,-137.8,-114.1,206.8,-20.5,326.0
6,-680.7,-457.4,-183.5,213.9,-12.6,840.4
6,29.0,769.9,-23.2,87.8,-1.7,770.8
6,207.3,926.8,14.4,77.4,0.9,949.8
6,67.5,789.3,-15.7,85.1,-1.1,792.3
6,14.5,733.6,-14.0,88.9,-1.1,733.9
6,-128.6,328.9,129.3,111.4,20.1,376.1
6,-372.7,-83.5,-69.9,192.6,-10.4,388.3
6,-361.8,-98.4,-106.9,195.2,-15.9,389.9
6,-384.5,-113.8,-70.1,196.5,-9.9,407.1
6,-375.7,-114.0,-64.0,196.9,-9.3,397.8
6,-321.2,-142.2,-103.9,203.9,-16.5,366.3
6,-356.0,-162.2,-107.2,204.5,-15.3,405.6
6,-368.0,-173.6,-96.8,205.3,-13.4,418.2
6,-349.3,-231.2,-145.7,213.5,-19.2,443.5
6,-690.7,-469.0,-181.5,214.2,-12.3,854.4
6,-677.1,-466.1,-171.5,214.5,-11.8,839.7
6,-653.2,-482.0,-228.8,216.4,-15.7,843.4
6,-510.9,-420.2,-217.1,219.4,-18.2,696.2
6,-494.9,-412.8,-215.7,219.8,-18.5,679.6
6,-815.8,-836.1,-50.2,225.7,-2.5,1169.2
6,-818.9,-851.2,-51.5,226.1,-2.5,1182.3
6,-158.3,448.6,-6.3,109.4,-0.8,475.8
6,-343.0,-173.5,-112.1,206.8,-16.3,400.4
6,-126.5,308.6,86.6,112.3,14.6,344.6
6,-56.7,443.3,-12.0,97.3,-1.5,447.1
6,-309.4,-146.5,-101.1,205.3,-16.5,356.9
6,-351.6,-165.5,-116.7,205.2,-16.7,405.7
6,-324.8,-174.1,-118.9,208.2,-17.9,387.2
6,207.8,1002.6,47.0,78.3,2.6,1025.0
6,94.8,867.8,7.8,83.8,0.5,873.0
6,74.0,812.8,0.5,84.8,0.0,816.2
6,-5.9,623.3,19.6,90.5,1.8,623.6
6,-17.0,561.1,35.2,91.7,3.6,562.5
6,-81.2,741.8,60.4,96.2,4.6,748.7
6,-71.2,442.7,110.9,99.1,13.9,461.9
6,-124.1,435.3,69.2,105.9,8.7,457.9
6,-142.0,363.6,68.0,111.3,9.9,396.2
6,-124.9,308.7,85.8,112.0,14.4,343.9
6,-183.3,376.6,-31.6,116.0,-4.3,420.0
6,-300.4,-42.0,-83.0,188.0,-15.3,314.5
6,-365.6,-157.4,-79.5,203.3,-11.3,405.9
6,-329.8,-166.4,-105.8,206.8,-16.0,384.3
6,-311.1,-155.0,-113.3,206.5,-18.1,365.6
6,-343.2,-218.8,-135.1,212.5,-18.4,428.8
6,-240.7,-156.1,-77.3,213.0,-15.1,297.1
6,-783.0,-616.3,-155.8,218.2,-8.9,1008.6
6,-649.8,-525.9,-102.2,219.0,-7.0,842.2
6,-492.7,-443.3,-195.1,222.0,-16.4,690.9
6,-741.8,-605.8,-166.6,219.2,-9.9,972.1
6,-826.0,-814.2,-68.5,224.6,-3.4,1161.8
7,-804.4,-793.7,-70.5,224.6,-3.6,1132.2
7,-320.8,-155.5,-101.2,205.9,-15.8,370.6
7,-326.3,-127.7,-100.2,201.4,-16.0,364.4
7,-306.6,-128.3,-105.3,202.7,-17.6,348.6
7,-198.3,379.1,-24.9,117.6,-3.3,428.6
7,-143.1,348.7,30.6,112.3,4.6,378.2
7,-308.2,-119.1,-99.3,201.1,-16.7,345.0
7,-304.6,-141.5,-108.9,204.9,-18.0,353.1
7,-309.1,-112.3,-88.0,200.0,-15.0,340.4
7,-694.1,-571.6,-185.4,219.5,-11.7,918.1
7,-824.3,-838.0,-74.9,225.5,-3.6,1177.8
7,-95.0,224.8,65.4,112.9,15.0,252.7
7,212.6,1009.8,47.4,78.1,2.6,1033.0
7,-377.6,-102.4,-73.4,195.2,-10.6,398.1
7,177.7,941.1,7.1,79.3,0.4,957.8
7,-268.8,-133.4,-135.5,206.4,-24.3,329.3
7,221.3,999.1,26.2,77.5,1.5,1023.7
7,13.3,744.2,-13.9,89.0,-1.1,744.4
7,-123.9,434.2,68.8,105.9,8.7,456.7
7,-392.2,-193.4,-114.3,206.2,-14.6,452.0
7,-74.6,126.4,54.7,120.5,20.4,156.6
7,-791.0,-774.4,-94.5,224.4,-4.9,1111.0
7,-741.0,-605.3,-184.5,219.2,-10.9,974.4
7,223.8,969.9,8.0,77.0,0.5,995.4
7,-298.9,-138.0,-59.4,204.8,-10.2,334.5
7,-103.2,440.7,18.9,103.2,2.4,453.0
7,-210.4,-117.0,-133.8,209.1,-29.1,275.4
7,325.4,1008.4,-52.1,72.1,-2.8,1060.9
7,-161.5,382.8,-35.3,112.9,-4.9,417.0
7,-168.3,356.6,-39.5,115.3,-5.7,396.3
7,171.2,977.9,46.5,80.1,2.7,993.9
7,213.6,955.9,13.5,77.4,0.8,979.6
7,190.4,938.2,18.0,78.5,1.1,957.5
7,-713.4,-538.4,-203.7,217.0,-12.8,916.7
7,-341.1,-217.1,-131.6,212.5,-18.0,425.2
7,-5.8,619.5,18.6,90.5,1.7,619.8
7,-347.1,-136.9,-101.9,201.5,-15.3,386.8
7,-314.0,-177.7,-119.9,209.5,-18.4,380.2
7,-272.5,-137.8,-112.5,206.8,-20.2,325.4
7,-680.7,-457.4,-185.2,213.9,-12.7,840.8
7,29.0,769.9,-23.2,87.8,-1.7,770.8
7,207.3,926.8,14.7,77.4,0.9,949.8
7,67.5,789.3,-15.5,85.1,-1.1,792.3
7,14.5,733.6,-14.3,88.9,-1.1,733.9
7,-128.6,328.9,129.7,111.4,20.2,376.2
7,-372.7,-83.5,-68.4,192.6,-10.2,388.0
7,-361.8,-98.4,-105.4,195.2,-15.7,389.5
7,-384.5,-113.8,-68.6,196.5,-9.7,406.8
7,-375.7,-114.0,-62.5,196.9,-9.0,397.6
7,-321.2,-142.2,-102.4,203.9,-16.3,365.9
7,-356.0,-162.2,-105.8,204.5,-15.1,405.3
7,-368.0,-173.6,-95.5,205.3,-13.2,417.9
7,-349.3,-231.2,-144.6,213.5,-19.0,443.1
7,-690.7,-469.0,-183.4,214.2,-12.4,854.8
7,-677.1,-466.1,-173.2,214.5,-11.9,840.1
7,-653.2,-482.0,-230.6,216.4,-15.9,843.9
7,-510.9,-420.2,-217.7,219.4,-18.2,696.4
7,-494.9,-412.8,-216.3,219.8,-18.6,679.8
7,-815.8,-836.1,-53.4,225.7,-2.6,1169.4
7,-818.9,-851.2,-54.7,226.1,-2.7,1182.4
7,-158.3,448.6,-6.5,109.4,-0.8,475.8
7,-343.0,-173.5,-110.7,206.8,-16.1,400.0
7,-126.5,308.6,87.2,112.3,14.7,344.7
7,-56.7,443.3,-12.4,97.3,-1.6,447.1
7,-309.4,-146.5,-99.6,205.3,-16.2,356.5
7,-351.6,-165.5,-115.3,205.2,-16.5,405.3
7,-324.8,-174.1,-117.6,208.2,-17.7,386.8
7,207.8,1002.6,46.7,78.3,2.6,1025.0
7,94.8,867.8,8.4,83.8,0.6,873.0
7,74.0,812.8,0.9,84.8,0.1,816.2
7,-5.9,623.3,18.8,90.5,1.7,623.6
7,-17.0,561.1,34.4,91.7,3.5,562.4
7,-81.2,741.8,59.9,96.2,4.6,748.6
7,-71.2,442.7,110.5,99.1,13.8,461.8
7,-124.1,435.3,69.1,105.9,8.7,457.9
7,-142.0,363.6,68.3,111.3,9.9,396.3
7,-124.9,308.7,86.4,112.0,14.5,344.0
7,-183.3,376.6,-31.3,116.0,-4.3,420.0
7,-300.4,-42.0,-81.3,188.0,-15.0,314.0
7,-365.6,-157.4,-78.2,203.3,-11.1,405.7
7,-329.8,-166.4,-104.4,206.8,-15.8,383.9
7,-311.1,-155.0,-111.9,206.5,-17.8,365.1
7,-343.2,-218.8,-133.9,212.5,-18.2,428.5
7,-240.7,-156.1,-75.7,213.0,-14.8,296.7
7,-783.0,-616.3,-158.7,218.2,-9.0,1009.0
7,-649.8,-525.9,-104.2,219.0,-7.1,842.4
7,-492.7,-443.3,-195.8,222.0,-16.5,691.1
7,-741.8,-605.8,-169.3,219.2,-10.0,972.6
7,-826.0,-814.2,-71.7,224.6,-3.5,1162.0
8,-804.4,-793.7,-73.7,224.6,-3.7,1132.5
8,-320.8,-155.5,-99.7,205.9,-15.6,370.2
8,-326.3,-127.7,-98.7,201.4,-15.7,364.0
8,-306.6,-128.3,-103.7,202.7,-17.3,348.2
8,-198.3,379.1,-24.6,117.6,-3.3,428.5
8,-143.1,348.7,30.9,112.3,4.7,378.2
8,-308.2,-119.1,-97.7,201.1,-16.5,344.6
8,-304.6,-141.5,-107.3,204.9,-17.7,352.6
8,-309.1,-112.3,-86.4,200.0,-14.7,340.0
8,-694.1,-571.6,-187.8,219.5,-11.8,918.6
8,-824.3,-838.0,-78.0,225.5,-3.8,1178.0
8,-95.0,224.8,66.3,112.9,15.2,252.9
8,212.6,1009.8,47.0,78.1,2.6,1033.0
8,-377.6,-102.4,-71.9,195.2,-10.4,397.8
8,177.7,941.1,7.3,79.3,0.4,957.8
8,-268.8,-133.4,-133.9,206.4,-24.0,328.6
8,221.3,999.1,25.8,77.5,1.4,1023.6
8,13.3,744.2,-14.1,89.0,-1.1,744.5
8,-123.9,434.2,68.6,105.9,8.6,456.7
8,-392.2,-193.4,-113.1,206.2,-14.5,451.7
8,-74.6,126.4,56.0,120.5,20.9,157.1
8,-791.0,-774.4,-97.6,224.4,-5.0,1111.3
8,-741.0,-605.3,-187.2,219.2,-11.1,974.9
8,223.8,969.9,7.8,77.0,0.4,995.4
8,-298.9,-138.0,-57.9,204.8,-10.0,334.3
8,-103.2,440.7,18.6,103.2,2.4,453.0
8,-210.4,-117.0,-132.1,209.1,-28.8,274.6
8,325.4,1008.4,-52.6,72.1,-2.8,1060.9
8,-161.5,382.8,-35.1,112.9,-4.8,417.0
8,-168.3,356.6,-39.1,115.3,-5.7,396.3
8,171.2,977.9,46.4,80.1,2.7,993.9
8,213.6,955.9,13.5,77.4,0.8,979.6
8,190.4,938.2,18.2,78.5,1.1,957.5
8,-713.4,-538.4,-205.9,217.0,-13.0,917.2
8,-341.1,-217.1,-130.4,212.5,-17.9,424.8
8,-5.8,619.5,17.8,90.5,1.6,619.8
8,-347.1,-136.9,-100.4,201.5,-15.1,386.4
8,-314.0,-177.7,-118.4,209.5,-18.2,379.7
8,-272.5,-137.8,-110.9,206.8,-20.0,324.9
8,-680.7,-457.4,-186.8,213.9,-12.8,841.1
8,29.0,769.9,-23.2,87.8,-1.7,770.8
8,207.3,926.8,14.9,77.4,0.9,949.8
8,67.5,789.3,-15.3,85.1,-1.1,792.3
8,14.5,733.6,-14.6,88.9,-1.1,733.9
8,-128.6,328.9,130.1,111.4,20.2,376.3
8,-372.7,-83.5,-66.8,192.6,-9.9,387.7
8,-361.8,-98.4,-103.8,195.2,-15.5,389.0
8,-384.5,-113.8,-67.1,196.5,-9.5,406.6
8,-375.7,-114.0,-61.0,196.9,-8.8,397.3
8,-321.2,-142.2,-100.9,203.9,-16.0,365.5
8,-356.0,-162.2,-104.5,204.5,-15.0,404.9
8,-368.0,-173.6,-94.2,205.3,-13.0,417.7
8,-349.3,-231.2,-143.5,213.5,-18.9,442.8
8,-690.7,-469.0,-185.1,214.2,-12.5,855.2
8,-677.1,-466.1,-174.9,214.5,-12.0,840.4
8,-653.2,-482.0,-232.2,216.4,-16.0,844.3
8,-510.9,-420.2,-218.3,219.4,-18.3,696.6
8,-494.9,-412.8,-216.7,219.8,-18.6,679.9
8,-815.8,-836.1,-56.5,225.7,-2.8,1169.5
8,-818.9,-851.2,-57.8,226.1,-2.8,1182.6
8,-158.3,448.6,-6.6,109.4,-0.8,475.8
8,-343.0,-173.5,-109.4,206.8,-15.9,399.6
8,-126.5,308.6,87.7,112.3,14.7,344.9
8,-56.7,443.3,-12.8,97.3,-1.6,447.1
8,-309.4,-146.5,-98.0,205.3,-16.0,356.1
8,-351.6,-165.5,-114.0,205.2,-16.3,405.0
8,-324.8,-174.1,-116.2,208.2,-17.5,386.4
8,207.8,1002.6,46.3,78.3,2.6,1025.0
8,94.8,867.8,9.0,83.8,0.6,873.0
8,74.0,812.8,1.3,84.8,0.1,816.2
8,-5.9,623.3,18.0,90.5,1.7,623.6
8,-17.0,561.1,33.5,91.7,3.4,562.4
8,-81.2,741.8,59.4,96.2,4.6,748.6
8,-71.2,442.7,110.1,99.1,13.8,461.7
8,-124.1,435.3,68.9,105.9,8.7,457.9
8,-142.0,363.6,68.5,111.3,10.0,396.3
8,-124.9,308.7,86.9,112.0,14.6,344.2
8,-183.3,376.6,-31.0,116.0,-4.2,420.0
8,-300.4,-42.0,-79.6,188.0,-14.7,313.6
8,-365.6,-157.4,-76.8,203.3,-10.9,405.4
8,-329.8,-166.4,-103.0,206.8,-15.6,383.5
8,-311.1,-155.0,-110.4,206.5,-17.6,364.7
8,-343.2,-218.8,-132.7,212.5,-18.1,428.1
8,-240.7,-156.1,-74.1,213.0,-14.5,296.3
8,-783.0,-616.3,-161.5,218.2,-9.2,1009.5
8,-649.8,-525.9,-106.1,219.0,-7.2,842.7
8,-492.7,-443.3,-196.5,222.0,-16.5,691.3
8,-741.8,-605.8,-172.0,219.2,-10.2,973.1
8,-826.0,-814.2,-74.9,224.6,-3.7,1162.2
9,-804.4,-793.7,-76.8,224.6,-3.9,1132.7
9,-320.8,-155.5,-98.2,205.9,-15.4,369.8
9,-326.3,-127.7,-97.1,201.4,-15.5,363.6
9,-306.6,-128.3,-102.1,202.7,-17.1,347.7
9,-198.3,379.1,-24.3,117.6,-3.3,428.5
9,-143.1,348.7,31.3,112.3,4.7,378.2
9,-308.2,-119.1,-96.0,201.1,-16.2,344.1
9,-304.6,-141.5,-105.8,204.9,-17.5,352.1
9,-309.1,-112.3,-84.7,200.0,-14.4,339.6
9,-694.1,-571.6,-190.1,219.5,-11.9,919.0
9,-824.3,-838.0,-81.2,225.5,-4.0,1178.3
9,-95.0,224.8,67.2,112.9,15.4,253.1
9,212.6,1009.8,46.6,78.1,2.6,1033.0
9,-377.6,-102.4,-70.3,195.2,-10.2,397.5
9,177.7,941.1,7.5,79.3,0.4,957.8
9,-268.8,-133.4,-132.3,206.4,-23.8,328.0
9,221.3,999.1,25.4,77.5,1.4,1023.6
9,13.3,744.2,-14.3,89.0,-1.1,744.5
9,-123.9,434.2,68.3,105.9,8.6,456.7
9,-392.2,-193.4,-111.9,206.2,-14.4,451.4
9,-74.6,126.4,57.3,120.5,21.3,157.6
9,-791.0,-774.4,-100.7,224.4,-5.2,1111.5
9,-741.0,-605.3,-189.8,219.2,-11.2,975.4
9,223.8,969.9,7.6,77.0,0.4,995.4
9,-298.9,-138.0,-56.3,204.8,-9.7,334.0
9,-103.2,440.7,18.3,103.2,2.3,453.0
9,-210.4,-117.0,-130.3,209.1,-28.4,273.7
9,325.4,1008.4,-53.1,72.1,-2.9,1060.9
9,-161.5,382.8,-34.9,112.9,-4.8,416.9
9,-168.3,356.6,-38.8,115.3,-5.6,396.2
9,171.2,977.9,46.3,80.1,2.7,993.9
9,213.6,955.9,13.5,77.4,0.8,979.6
9,190.4,938.2,18.3,78.5,1.1,957.5
9,-713.4,-538.4,-208.1,217.0,-13.1,917.7
9,-341.1,-217.1,-129.2,212.5,-17.7,424.5
9,-5.8,619.5,17.0,90.5,1.6,619.8
9,-347.1,-136.9,-98.9,201.5,-14.8,386.0
9,-314.0,-177.7,-117.0,209.5,-18.0,379.3
9,-272.5,-137.8,-109.3,206.8,-19.7,324.3
9,-680.7,-457.4,-188.4,213.9,-12.9,841.5
9,29.0,769.9,-23.2,87.8,-1.7,770.8
9,207.3,926.8,15.1,77.4,0.9,949.8
9,67.5,789.3,-15.0,85.1,-1.1,792.3
9,14.5,733.6,-14.8,88.9,-1.2,733.9
9,-128.6,328.9,130.5,111.4,20.3,376.5
9,-372.7,-83.5,-65.1,192.6,-9.7,387.4
9,-361.8,-98.4,-102.2,195.2,-15.2,388.6
9,-384.5,-113.8,-65.6,196.5,-9.3,406.3
9,-375.7,-114.0,-59.5,196.9,-8.6,397.1
9,-321.2,-142.2,-99.3,203.9,-15.8,365.0
9,-356.0,-162.2,-103.0,204.5,-14.8,404.5
9,-368.0,-173.6,-92.8,205.3,-12.8,417.3
9,-349.3,-231.2,-142.3,213.5,-18.8,442.4
9,-690.7,-469.0,-186.8,214.2,-12.6,855.5
9,-677.1,-466.1,-176.6,214.5,-12.1,840.8
9,-653.2,-482.0,-233.8,216.4,-16.1,844.8
9,-510.9,-420.2,-218.9,219.4,-18.3,696.8
9,-494.9,-412.8,-217.2,219.8,-18.6,680.1
9,-815.8,-836.1,-59.7,225.7,-2.9,1169.7
9,-818.9,-851.2,-60.9,226.1,-3.0,1182.7
9,-158.3,448.6,-6.9,109.4,-0.8,475.8
9,-343.0,-173.5,-108.0,206.8,-15.7,399.3
9,-126.5,308.6,88.3,112.3,14.8,345.0
9,-56.7,443.3,-13.2,97.3,-1.7,447.1
9,-309.4,-146.5,-96.5,205.3,-15.7,355.7
9,-351.6,-165.5,-112.5,205.2,-16.1,404.6
9,-324.8,-174.1,-114.7,208.2,-17.3,386.0
9,207.8,1002.6,45.9,78.3,2.6,1024.9
9,94.8,867.8,9.6,83.8,0.6,873.0
9,74.0,812.8,1.7,84.8,0.1,816.2
9,-5.9,623.3,17.2,90.5,1.6,623.6
9,-17.0,561.1,32.7,91.7,3.3,562.3
9,-81.2,741.8,59.0,96.2,4.5,748.6
9,-71.2,442.7,109.7,99.1,13.7,461.6
9,-124.1,435.3,68.7,105.9,8.6,457.8
9,-142.0,363.6,68.8,111.3,10.0,396.4
9,-124.9,308.7,87.4,112.0,14.7,344.3
9,-183.3,376.6,-30.7,116.0,-4.2,420.0
9,-300.4,-42.0,-77.8,188.0,-14.4,313.1
9,-365.6,-157.4,-75.4,203.3,-10.7,405.1
9,-329.8,-166.4,-101.5,206.8,-15.4,383.1
9,-311.1,-155.0,-108.8,206.5,-17.4,364.2
9,-343.2,-218.8,-131.5,212.5,-17.9,427.7
9,-240.7,-156.1,-72.5,213.0,-14.2,295.9
9,-783.0,-616.3,-164.3,218.2,-9.4,1009.9
9,-649.8,-525.9,-108.0,219.0,-7.4,842.9
9,-492.7,-443.3,-197.1,222.0,-16.6,691.5
9,-741.8,-605.8,-174.6,219.2,-10.3,973.5
9,-826.0,-814.2,-78.0,224.6,-3.8,1162.4
10,-804.4,-793.7,-79.9,224.6,-4.0,1132.9
10,-320.8,-155.5,-96.6,205.9,-15.2,369.4
10,-326.3,-127.7,-95.5,201.4,-15.2,363.2
10,-306.6,-128.3,-100.4,202.7,-16.8,347.2
10,-198.3,379.1,-24.1,117.6,-3.2,428.5
10,-143.1,348.7,31.6,112.3,4.8,378.2
10,-308.2,-119.1,-94.4,201.1,-15.9,343.6
10,-304.6,-141.5,-104.2,204.9,-17.2,351.7
10,-309.1,-112.3,-83.1,200.0,-14.2,339.2
10,-694.1,-571.6,-192.3,219.5,-12.1,919.5
10,-824.3,-838.0,-84.3,225.5,-4.1,1178.5
10,-95.0,224.8,68.1,112.9,15.6,253.4
10,212.6,1009.8,46.1,78.1,2.6,1033.0
10,-377.6,-102.4,-68.7,195.2,-10.0,397.2
10,177.7,941.1,7.7,79.3,0.5,957.8
10,-268.8,-133.4,-130.6,206.4,-23.5,327.3
10,221.3,999.1,25.0,77.5,1.4,1023.6
10,13.3,744.2,-14.5,89.0,-1.1,744.5
10,-123.9,434.2,68.1,105.9,8.6,456.6
10,-392.2,-193.4,-110.6,206.2,-14.2,451.1
10,-74.6,126.4,58.6,120.5,21.8,158.0
10,-791.0,-774.4,-103.8,224.4,-5.4,1111.8
10,-741.0,-605.3,-192.4,219.2,-11.4,976.0
10,223.8,969.9,7.4,77.0,0.4,995.4
10,-298.9,-138.0,-54.7,204.8,-9.4,333.7
10,-103.2,440.7,18.0,103.2,2.3,453.0
10,-210.4,-117.0,-128.6,209.1,-28.1,272.9
10,325.4,1008.4,-53.6,72.1,-2.9,1061.0
10,-161.5,382.8,-34.8,112.9,-4.8,416.9
10,-168.3,356.6,-38.5,115.3,-5.6,396.2
10,171.2,977.9,46.3,80.1,2.7,993.9
10,213.6,955.9,13.4,77.4,0.8,979.6
10,190.4,938.2,18.5,78.5,1.1,957.5
10,-713.4,-538.4,-210.3,217.0,-13.2,918.2
10,-341.1,-217.1,-127.9,212.5,-17.6,424.1
10,-5.8,619.5,16.2,90.5,1.5,619.7
10,-347.1,-136.9,-97.3,201.5,-14.6,385.6
10,-314.0,-177.7,-115.5,209.5,-17.8,378.8
10,-272.5,-137.8,-107.6,206.8,-19.4,323.8
10,-680.7,-457.4,-189.9,213.9,-13.0,841.8
10,29.0,769.9,-23.2,87.8,-1.7,770.8
10,207.3,926.8,15.4,77.4,0.9,949.8
10,67.5,789.3,-14.8,85.1,-1.1,792.3
10,14.5,733.6,-15.1,88.9,-1.2,733.9
10,-128.6,328.9,130.9,111.4,20.3,376.6
10,-372.7,-83.5,-63.5,192.6,-9.4,387.2
10,-361.8,-98.4,-100.6,195.2,-15.0,388.2
10,-384.5,-113.8,-64.0,196.5,-9.1,406.1
10,-375.7,-114.0,-57.9,196.9,-8.4,396.9
10,-321.2,-142.2,-97.8,203.9,-15.6,364.6
10,-356.0,-162.2,-101.6,204.5,-14.6,404.2
10,-368.0,-173.6,-91.4,205.3,-12.7,417.0
10,-349.3,-231.2,-141.1,213.5,-18.6,442.0
10,-690.7,-469.0,-188.5,214.2,-12.7,855.9
10,-677.1,-466.1,-178.1,214.5,-12.2,841.1
10,-653.2,-482.0,-235.4,216.4,-16.2,845.2
10,-510.9,-420.2,-219.4,219.4,-18.3,696.9
10,-494.9,-412.8,-217.5,219.8,-18.6,680.2
10,-815.8,-836.1,-62.8,225.7,-3.1,1169.8
10,-818.9,-851.2,-64.0,226.1,-3.1,1182.9
10,-158.3,448.6,-7.1,109.4,-0.9,475.8
10,-343.0,-173.5,-106.5,206.8,-15.5,398.9
10,-126.5,308.6,88.8,112.3,14.9,345.1
10,-56.7,443.3,-13.6,97.3,-1.7,447.1
10,-309.4,-146.5,-94.9,205.3,-15.5,355.2
10,-351.6,-165.5,-111.1,205.2,-16.0,404.2
10,-324.8,-174.1,-113.2,208.2,-17.1,385.5
10,207.8,1002.6,45.5,78.3,2.5,1024.9
10,94.8,867.8,10.2,83.8,0.7,873.0
10,74.0,812.8,2.1,84.8,0.1,816.2
10,-5.9,623.3,16.4,90.5,1.5,623.5
10,-17.0,561.1,31.9,91.7,3.3,562.3
